,port_rets,port_vols,weights,sharpe_ratio
1729,6.41,9.39,[27.16575276 17.77196315 18.0057596  14.19440775 22.86211674],0.68
1730,5.82,5.67,[ 7.87439663 14.19611499  3.85413212  6.77065041 67.30470585],1.03
1731,6.73,10.21,[15.63588682  6.44864197 25.05263829 17.2592769  35.60355602],0.66
1732,5.38,5.06,[45.76774063  1.6301766  11.91016277  6.90448273 33.78743727],1.06
1733,7.06,12.62,[16.75252268 32.88133348 14.79808299 26.61985355  8.9482073 ],0.56
1734,6.89,11.9,[24.00082547 28.91895123 24.47409483 11.79489028 10.8112382 ],0.58
1735,6.55,9.66,[21.60501659  9.88459083 23.53142642 13.64135127 31.33761489],0.68
1736,6.59,10.33,[25.47609424 24.17328002 21.2054155  10.11731448 19.02789577],0.64
1737,6.4,9.56,[28.39472485 21.72840411  8.88327059 25.5325138  15.46108665],0.67
1738,7.27,12.97,[10.27386984 18.51330799 24.68432704 26.06099231 20.46750282],0.56
1739,7.33,13.17,[ 5.085658   28.59295821 27.89159511 13.07960908 25.35017961],0.56
1740,6.71,11.66,[39.79267622 20.01230352 36.60384715  1.13112234  2.46005077],0.58
1741,7.39,13.57,[11.2993807  12.00068173 29.89415998 27.96453411 18.84124349],0.54
1742,6.51,10.51,[39.9770359  13.45935064 31.93195124  6.03519828  8.59646395],0.62
1743,7.65,15.25,[ 9.56813904 31.4073873  24.5690321  30.46987599  3.98556557],0.5
1744,6.34,9.34,[31.29242777  0.66391503  2.76610012 50.05030183 15.22725526],0.68
1745,7.18,13.28,[20.36455727 30.32516246 23.38968336 21.27301334  4.64758357],0.54
1746,6.66,10.24,[23.6360898   3.32828643 26.09903459 19.57987682 27.35671235],0.65
1747,6.56,9.08,[ 0.75284371 28.24986443 14.5031306   3.70606999 52.78809127],0.72
1748,5.87,7.5,[44.59576583 15.66188037 10.20028666 16.65659074 12.88547639],0.78
1749,7.4,13.87,[ 7.93166174 34.39463553 25.75927179 16.43568493 15.47874601],0.53
1750,6.82,11.03,[16.18358434 22.68188042 16.88699613 21.49946026 22.74807884],0.62
1751,6.27,8.56,[18.72961273 28.51216137  6.57510392 14.3950306  31.78809137],0.73
1752,7.12,12.24,[14.73227286  6.73572478 40.01373021  7.86687092 30.65140123],0.58
1753,6.61,11.19,[32.30341554 40.15118742 20.06975244  4.40500001  3.07064458],0.59
1754,7.08,12.16,[17.4894423   7.05559527 33.27443317 18.08537581 24.09515346],0.58
1755,6.77,10.81,[13.0184277  33.28127953 22.07375908  2.16447113 29.46206257],0.63
1756,7.16,12.09,[ 2.63146362 16.88600988 14.81306644 34.77577905 30.89368102],0.59
1757,6.36,9.67,[30.55438095 29.72438969  6.73639774 22.62600199 10.35882963],0.66
1758,6.94,12.22,[29.55835177 15.2140806  23.83681002 27.63761381  3.75314381],0.57
1759,5.36,4.05,[ 3.59688609  2.98430017  0.52173919  0.91117241 91.98590213],1.32
1760,7.23,12.71,[11.12926614 11.96351629 42.5498706   2.17826868 32.17907831],0.57
1761,7.34,13.81,[ 0.42152594 53.73081696  8.9701754  21.97019817 14.90728352],0.53
1762,7.99,16.49,[ 4.36400866 20.69550249 40.87842388 22.95864398 11.10342099],0.48
1763,7.41,13.78,[14.42695145  2.66154822 26.15109504 43.02128965 13.73911564],0.54
1764,7.24,12.96,[11.73115057 17.61173568 20.84291404 32.62208544 17.19211427],0.56
1765,6.27,9.93,[35.5221964  48.36047146  9.42742964  3.91637376  2.77352874],0.63
1766,6.32,9.14,[23.55656604 33.19837689  7.66766551 13.37175729 22.20563427],0.69
1767,7.23,13.48,[20.53443173 26.39604457 25.19979628 23.3973308   4.47239663],0.54
1768,6.8,11.15,[18.91766625 25.06292363 15.21898442 23.13655654 17.66386915],0.61
1769,7.47,14.54,[11.76134551 29.01076884 13.35545556 44.17492512  1.69750498],0.51
1770,6.09,8.0,[28.09954417 26.77931959 12.00739386  5.2309824  27.88275998],0.76
1771,7.28,13.02,[11.66315366 16.68883677 33.40649712 14.9124739  23.32903854],0.56
1772,6.24,8.82,[35.13837664  6.01612519 10.64590745 32.01256509 16.18702564],0.71
1773,6.29,8.61,[23.30669818 20.07603682 12.07707575 14.95346406 29.58672519],0.73
1774,6.91,11.72,[20.8226493  22.73517669 28.37692782  9.5753823  18.48986389],0.59
1775,6.63,10.39,[27.26632673 12.65686274 25.99191617 13.5361871  20.54870726],0.64
1776,7.02,12.26,[13.27100021 34.65671678 13.73300344 23.63401511 14.70526446],0.57
1777,6.87,11.14,[18.24024432  4.70524196 18.08080712 35.90452411 23.06918248],0.62
1778,5.68,6.83,[35.15485417 38.54073814  1.46462931  1.62223748 23.21754089],0.83
1779,6.61,11.01,[27.63683315 29.42398739  0.50438125 40.20165667  2.23314154],0.6
1780,6.75,11.5,[24.44464524 40.82644186 21.29481204  2.99819907 10.43590179],0.59
1781,6.25,8.72,[31.42924961 16.08935012 18.36299652 10.89698916 23.2214146 ],0.72
1782,4.88,3.59,[53.33371879  3.81397263  5.23884364  1.20993476 36.40353018],1.36
1783,6.84,11.51,[18.67262229 15.59641349  2.02182473 51.94205384 11.76708564],0.59
1784,6.46,8.74,[ 1.38222145 32.41612225  6.94576218  8.70324245 50.55265167],0.74
1785,5.96,7.78,[33.25695003 27.99657704  2.19927406 17.60055193 18.94664694],0.77
1786,6.45,9.69,[20.05337114 36.6559327  13.35094926  5.23227349 24.70747341],0.67
1787,6.63,11.02,[25.88975064 40.97558572 11.7297353  14.00011724  7.4048111 ],0.6
1788,6.32,8.54,[17.94366239 17.73896406  5.86616548 24.65184722 33.79936084],0.74
1789,6.67,10.08,[17.62632874  8.78199018 19.29066235 23.41303327 30.88798547],0.66
1790,6.69,10.36,[22.53411588  6.82977324 24.69646805 19.54314792 26.39649491],0.65
1791,7.65,15.46,[11.8340825  40.07755759 35.76424237  7.66950292  4.65461461],0.49
1792,6.47,9.84,[33.84672519  5.8350526  27.18411585 14.37527997 18.75882639],0.66
1793,7.14,12.85,[20.46322977 20.869163   35.54468705  7.98594106 15.13697912],0.56
1794,6.52,9.51,[15.79638496 24.86005071 22.52163653  0.06979768 36.75213012],0.69
1795,7.64,15.0,[11.63869696 18.5947712  35.52213944 23.70708979 10.53730261],0.51
1796,6.29,8.74,[24.80091889 17.86852436  8.08180328 23.76663102 25.48212245],0.72
1797,5.77,7.55,[50.46902526 23.49018512  5.75069104 17.36422588  2.92587269],0.76
1798,5.9,7.04,[33.03143902 13.60904172 17.6824993   1.71683585 33.96018411],0.84
1799,6.4,9.72,[26.52717516 32.192244    5.72563701 21.61886612 13.93607771],0.66
1800,6.93,12.04,[ 9.03717049 45.85733414  2.34631735 27.51962198 15.23955603],0.58
1801,6.65,10.05,[14.1092539  18.27930207 11.16556707 26.57502604 29.87085092],0.66
1802,7.77,15.92,[ 0.61040424 39.76186757  6.74377893 51.74417985  1.13976941],0.49
1803,6.83,11.39,[14.20496679 41.12006077 16.18552109  8.21751579 20.27193556],0.6
1804,6.46,9.59,[20.45094202 28.8847347   7.7144758  20.01316216 22.93668532],0.67
1805,7.78,15.46,[ 4.86393322 15.42057558 22.5994922  47.64347025  9.47252875],0.5
1806,7.56,14.5,[ 3.69815764 30.58301315 19.3171479  32.97569802 13.42598329],0.52
1807,7.61,14.38,[ 4.20149654 11.74921018 26.11136266 38.28387253 19.6540581 ],0.53
1808,7.34,13.24,[ 6.95685652 20.59839612 22.03486212 29.5722938  20.83759144],0.55
1809,7.54,14.29,[ 8.44873454 15.40014566 48.04758884  1.37840866 26.7251223 ],0.53
1810,6.65,10.33,[24.11549115 10.00322807 20.3694852  23.41659236 22.09520321],0.64
1811,6.9,12.09,[29.52654635 21.0339624  30.6497436  11.33663173  7.45311592],0.57
1812,5.34,5.33,[56.5735955   0.71548527 10.52450887 13.76838285 18.41802751],1.0
1813,7.6,14.11,[ 0.87642679  7.76441091 27.10543869 37.83688475 26.41683885],0.54
1814,7.15,12.33,[11.00587282 15.67087586 32.98678406 11.47404052 28.86242674],0.58
1815,7.35,13.28,[ 7.84512458 20.26148861 30.15305318 18.07916127 23.66117235],0.55
1816,7.65,14.94,[ 9.71040013 19.59376326 35.53468163 22.17840173 12.98275325],0.51
1817,7.44,13.95,[ 8.58455406 25.61229273 21.82410363 30.60614667 13.37290292],0.53
1818,6.66,9.87,[15.30336597  6.90484488 26.20218558 12.54161314 39.04799043],0.68
1819,6.74,10.23,[10.43003788 17.55427423 16.52253828 20.11067641 35.3824732 ],0.66
1820,6.66,10.42,[15.30874414 34.04355525 15.77528092  8.62235146 26.25006822],0.64
1821,7.01,12.57,[28.26268914 18.35385317 28.74630748 19.74406585  4.89308436],0.56
1822,7.18,12.36,[ 5.93946858 24.98737289 26.46152189 12.92251586 29.68912077],0.58
1823,6.81,11.95,[26.23132512 42.25441851 23.64575945  1.50409959  6.36439733],0.57
1824,6.59,10.07,[18.13846379 24.2989574   9.74658605 24.16229126 23.6537015 ],0.65
1825,6.21,8.7,[28.32321078 29.62052581 13.36531406  5.79242226 22.8985271 ],0.71
1826,7.35,13.85,[ 9.18469188 35.38181458 12.47475285 34.9636776   7.99506309],0.53
1827,6.48,9.03,[14.01240004 11.82974781 11.18035808 24.86571554 38.11177852],0.72
1828,7.73,15.3,[ 2.17573602 32.11334427 25.7946061  27.391808   12.5245056 ],0.51
1829,6.72,10.11,[10.88755092 18.28094944 20.67115837 12.43304393 37.72729733],0.66
1830,6.55,9.72,[11.52264684 32.7688866   6.19196143 18.23573837 31.28076676],0.67
1831,6.36,9.14,[23.46360097 27.99453122 16.23881793  5.38788148 26.91516841],0.7
1832,6.41,9.52,[29.51630804 11.01971595  8.82431635 34.55992386 16.0797358 ],0.67
1833,6.28,9.1,[34.55211976 19.95630635 16.83229215 13.067531   15.59175074],0.69
1834,6.64,10.45,[25.34059745 18.41471248 27.7613121   5.91719158 22.56618639],0.64
1835,5.08,3.98,[46.30868703  6.54161134  4.32892786  4.23606214 38.58471163],1.28
1836,6.7,10.67,[20.92844897 24.07684866 21.07170399 12.17012317 21.75287521],0.63
1837,6.62,10.82,[27.50429691 33.86844419 23.24455816  2.01583843 13.36686232],0.61
1838,6.19,8.24,[21.32190468 24.64607733  2.34471481 21.95642058 29.7308826 ],0.75
1839,8.26,17.77,[ 3.37844161 13.07190612 56.14192537 14.40717092 13.00055599],0.46
1840,6.86,11.38,[22.38978054 13.32934888 26.17984579 18.93682758 19.16419721],0.6
1841,6.4,9.4,[31.40269646 10.33932879 22.78750116 13.95014833 21.52032526],0.68
1842,6.81,11.67,[29.42551535 10.8170032  11.65348288 45.07281123  3.03118733],0.58
1843,7.0,11.56,[ 6.55272751 22.53861701 12.22237401 30.66461629 28.02166518],0.61
1844,6.75,10.89,[22.60511893 19.10878225 20.84825379 18.65852427 18.77932077],0.62
1845,6.5,9.66,[26.47139329  0.67695744 14.16898848 35.80446197 22.87819882],0.67
1846,6.61,10.72,[34.1146539  17.51123165 27.44411465 10.38187411 10.5481257 ],0.62
1847,6.76,10.05,[ 7.41216771  0.71608324 10.87979594 40.44579999 40.54615312],0.67
1848,6.71,10.96,[23.68641411 23.41483948 10.44641364 30.78790036 11.6644324 ],0.61
1849,6.94,11.96,[25.34268681 12.8606071  22.88958969 28.68624703 10.22086938],0.58
1850,6.68,11.27,[31.58728536 21.82303605  8.47490522 38.03094947  0.0838239 ],0.59
1851,6.35,9.54,[26.01957163 34.19294322  2.52860297 22.9843428  14.27453938],0.67
1852,6.84,11.97,"[3.70810236e+01 2.46291842e+00 2.54718769e+01 3.49739465e+01
 1.02346192e-02]",0.57
1853,5.46,5.2,[35.39443485 16.81544851  6.92719492  0.87537657 39.98754516],1.05
1854,6.52,10.54,[34.97629688 25.26079065 13.23898929 23.84933208  2.67459111],0.62
1855,7.39,13.75,[ 6.74936589 35.0853661  25.4010678  15.39034313 17.37385708],0.54
1856,7.14,13.16,[17.98503125 40.75162398 27.52660085  4.44913755  9.28760637],0.54
1857,6.37,9.89,[34.00058274 18.27982884  0.4806765  43.05869844  4.18021348],0.64
1858,7.01,12.54,[30.55020137 10.50378132 28.89640881 26.29834895  3.75125954],0.56
1859,6.48,9.58,[28.57831784  4.34943306 19.64618391 24.55485105 22.87121414],0.68
1860,6.55,9.9,[27.7740344   2.08173334 21.65961923 25.52982808 22.95478495],0.66
1861,7.79,15.65,[ 9.25967942 17.49422121 37.76479315 25.32433116 10.15697507],0.5
1862,7.42,14.18,[11.99481653 31.3361596  19.53015447 30.98923157  6.14963784],0.52
1863,6.26,9.11,[28.52602286 25.80039966  0.58430654 30.49853882 14.59073212],0.69
1864,7.7,15.29,[10.89992794 17.94168614 36.57430479 24.52564084 10.05844029],0.5
1865,7.21,13.04,[14.57624446 27.93290065 27.00002422 15.49846894 14.99236172],0.55
1866,6.08,7.83,[30.34969324 15.77699568 18.99504993  3.38614612 31.49211504],0.78
1867,7.13,12.18,[ 8.72158943 19.74880547 30.9527784   9.70422426 30.87260244],0.59
1868,6.24,8.73,[31.83176048 16.82030941 12.66181008 18.99607321 19.69004681],0.71
1869,6.8,11.18,[25.00920871 11.61941246 26.33635508 19.09768268 17.93734107],0.61
1870,6.98,11.47,[12.88845636 10.40552905 25.31068661 21.99738392 29.39794405],0.61
1871,6.67,10.87,[ 7.99010336 56.41430052  3.47517636  7.54597903 24.57444072],0.61
1872,7.23,12.43,[ 7.04481596 10.75535557 27.31372209 24.5180397  30.36806667],0.58
1873,7.03,11.99,[17.77350931 11.08699394 27.56014444 22.32819396 21.25115835],0.59
1874,7.33,12.9,[ 6.17366341 11.09315705 34.55971607 16.26244389 31.91101959],0.57
1875,7.77,15.81,[ 9.10251771 32.40028035 32.08558209 22.15467783  4.25694203],0.49
1876,6.78,10.73,[19.26096366 11.80335619 25.83065389 15.72851285 27.37651341],0.63
1877,7.07,11.93,[10.63693648 19.80064762 27.04906685 14.20549158 28.30785746],0.59
1878,6.71,10.91,[25.30030769 24.11831298 25.25735425  8.09139774 17.23262734],0.61
1879,6.88,11.35,[22.22088436  2.17503969 22.69168841 33.15326605 19.7591215 ],0.61
1880,6.19,8.44,[25.88446925 25.80466882  6.4049636  17.26912638 24.63677194],0.73
1881,6.73,10.65,[19.31368065 20.19458597 29.35642138  2.32784844 28.80746357],0.63
1882,7.43,13.6,[ 1.34626713 31.71180317 24.14575794 18.43238686 24.3637849 ],0.55
1883,7.04,12.47,[14.23406528 32.86512941  8.93468339 33.58944133 10.37668059],0.56
1884,6.49,9.99,[29.69657623 21.7700621  26.92382377  1.50703911 20.1024988 ],0.65
1885,6.79,11.09,[26.22655996  4.58467413 36.02006594  9.39485476 23.77384521],0.61
1886,7.34,14.19,[28.71560094  9.60595805 47.18935626  9.76691474  4.72217002],0.52
1887,7.02,11.1,"[1.73670950e+00 8.03975335e+00 3.77552977e+01 6.75562774e-03
 5.24614839e+01]",0.63
1888,6.54,9.99,[26.78529404 14.93285864 19.20914005 19.04238691 20.03032037],0.65
1889,5.91,7.56,[37.88730663 21.60780992  3.94141147 19.97811418 16.5853578 ],0.78
1890,5.84,6.72,[33.94930218  3.3669277   7.57832143 23.47934606 31.62610263],0.87
1891,5.82,7.46,[46.62923005  9.38246669  2.05030439 33.42451837  8.51348051],0.78
1892,7.4,13.29,[ 4.07759229 17.13331626 35.88560048 11.50077933 31.40271164],0.56
1893,6.84,11.49,[25.56037458 15.61163854 23.63622872 22.04600538 13.14575278],0.6
1894,6.32,8.72,[26.91131623  3.39025937 15.27725294 25.55840363 28.86276783],0.73
1895,6.65,10.7,[28.90730431 18.68400604 24.20301981 13.50899055 14.69667929],0.62
1896,6.24,8.51,[26.19429026 17.68359917 10.64014322 18.81954849 26.66241886],0.73
1897,6.11,8.15,[33.48704046 15.63487189 19.76826016  5.20129588 25.90853161],0.75
1898,6.11,8.1,[32.51602098 16.38545825 12.8586937  14.6659654  23.57386167],0.75
1899,7.2,13.69,[24.04483742 35.99723483 31.49850925  7.20230649  1.25711201],0.53
1900,6.37,8.77,[16.88127143  9.00215071  1.24511581 39.7057123  33.16574975],0.73
1901,6.74,10.74,[17.78060063 23.18895625 15.20979687 21.76616696 22.05447929],0.63
1902,7.59,15.14,[23.1898838   2.39740502 39.47455463 33.66584074  1.27231581],0.5
1903,5.91,6.68,[23.93698761  8.95949747  4.17221422 21.93727526 40.99402544],0.88
1904,6.04,8.17,[22.67574094 44.95231008  0.94985533  4.49359464 26.92849901],0.74
1905,5.65,5.82,[32.53022775  9.86298295 13.29033268  1.99558993 42.32086669],0.97
1906,6.92,11.15,[14.2433225   2.37108589 40.4892467   2.64862093 40.24772398],0.62
1907,7.39,13.65,[ 8.08187691 24.63735593 22.0539554  29.00005941 16.22675236],0.54
1908,6.74,10.84,[20.18506299 23.24433787 18.95877851 17.22686852 20.38495211],0.62
1909,6.68,11.33,[30.61878706 36.12903658 25.44778348  0.62216592  7.18222695],0.59
1910,6.77,11.13,[22.98886634 24.00608119 21.06364765 15.78696582 16.154439  ],0.61
1911,6.77,10.67,[12.93714979 27.49482021 23.55204801  4.10080564 31.91517636],0.63
1912,6.95,12.51,[28.14911547 32.58256865 27.02792006  9.48058166  2.75981416],0.56
1913,6.52,8.95,[12.82232209  1.12914023 25.22408629 11.7779271  49.04652429],0.73
1914,6.68,10.23,[15.07656633 21.76449568 16.15396532 17.70614582 29.29882685],0.65
1915,6.53,10.11,[26.53147279 27.11365356 21.32407973  5.91450598 19.11628793],0.65
1916,6.43,9.45,[29.23387161 11.31468821 29.03810383  3.28412417 27.12921219],0.68
1917,7.74,15.37,[ 3.17803008 32.54401555 26.17264709 27.03702198 11.06828531],0.5
1918,5.82,6.74,[34.03307456 15.00908719  9.3371528  11.3238336  30.29685184],0.86
1919,7.32,13.78,[17.1160421  29.04672377 33.72937238  9.68514604 10.4227157 ],0.53
1920,6.9,11.32,[12.70850844 25.08557291 19.99475427 16.33876165 25.87240273],0.61
1921,6.38,9.08,[28.02360177  0.81051686 34.55968219  0.05754898 36.54865021],0.7
1922,7.97,16.44,[ 2.74012561 27.58310472 43.56753177 12.25788158 13.85135632],0.49
1923,7.41,13.89,[ 3.75046588 36.39136444 14.60634687 30.56978704 14.68203579],0.53
1924,6.92,11.85,[17.67809653 28.95857529 11.64688527 29.48040342 12.23603949],0.58
1925,6.07,7.51,[28.79664282  4.57493938 16.62498984 14.08704974 35.91637822],0.81
1926,6.96,12.17,[23.1738025   9.81619923  9.02513661 52.06828492  5.91657673],0.57
1927,6.98,12.18,[20.63804654 23.11502816 16.46232288 30.27177562  9.5128268 ],0.57
1928,6.85,11.0,[ 9.97466925 31.01586354 23.33396507  3.21501523 32.46048691],0.62
1929,6.93,11.34,[12.72715453 17.44343741 17.52347686 26.70925131 25.59667988],0.61
1930,7.42,14.42,[11.01426097 33.23506287  8.58434365 46.29927592  0.8670566 ],0.51
1931,6.92,12.11,[19.09005105 38.69933558 12.71666597 21.26964155  8.22430584],0.57
1932,6.81,11.84,[25.32026483 38.48660252 14.17027133 18.33723471  3.68562661],0.57
1933,6.48,9.27,[ 9.70750784 27.0426841   1.04931831 27.15315805 35.04733171],0.7
1934,7.28,13.23,[14.64021863 17.76607938 29.22397999 22.24233809 16.12738391],0.55
1935,6.7,10.16,[16.14310914  1.25986683 14.49072365 36.87585642 31.23044397],0.66
1936,6.36,9.29,[24.29066072 31.04236851 16.26249437  3.73789235 24.66658405],0.69
1937,6.39,8.42,[15.41024581  0.80505891 20.9627568  15.16996494 47.65197354],0.76
1938,6.85,11.51,[22.56304089 22.13964477 18.60960435 23.66553608 13.02217391],0.59
1939,6.64,10.48,[26.37656146 13.53341288 18.35723823 24.84234564 16.89044179],0.63
1940,8.09,17.18,[ 2.68324461 34.19685655 38.04148306 20.05089002  5.02752577],0.47
1941,6.63,10.48,[26.3410802  18.33904716 30.46328111  2.01240991 22.84418162],0.63
1942,6.03,7.02,[18.11691377  5.22394524  1.55196813 30.17784793 44.92932492],0.86
1943,6.66,10.27,[18.04022427 23.90737268 25.37923607  2.36000408 30.3131629 ],0.65
1944,7.36,13.97,[21.20556719 13.29162556 30.01842013 30.73102437  4.75336276],0.53
1945,6.9,11.97,[29.29088044 14.07880982 28.20090999 20.27167753  8.15772221],0.58
1946,6.29,8.85,[28.54567399 18.98560375 19.30030687  7.42471221 25.74370318],0.71
1947,7.51,14.74,[21.72691411  8.55888802 49.99241107  9.11472886 10.60705794],0.51
1948,5.62,5.49,[28.34741284  2.57316404  1.53916988 22.27263744 45.26761579],1.02
1949,6.47,9.84,[23.62354684 31.50551243 13.02591196 12.10632223 19.73870654],0.66
1950,6.44,9.17,[18.93284543 14.71858211  7.44995876 29.50066139 29.39795232],0.7
1951,6.53,9.96,[30.09861057  6.25681169 29.57601182 10.57798963 23.49057629],0.66
1952,6.17,8.63,[26.92800738 36.78804615  9.34713317  4.32515877 22.61165453],0.71
1953,6.24,8.41,[28.6448972   4.62264172 12.57292529 26.57454123 27.58499456],0.74
1954,6.38,9.74,[35.5587139  13.03418931  7.60119751 36.8959831   6.90991618],0.65
1955,6.86,11.68,[18.11382348 24.5785672   4.02598197 42.78998275 10.4916446 ],0.59
1956,7.72,15.62,[11.84521728 26.85717371 31.68935494 26.61249099  2.99576307],0.49
1957,7.68,15.41,[15.2360117  16.47964411 30.18784157 36.71340186  1.38310076],0.5
1958,6.41,8.72,[15.82050712  1.56583616  7.14960294 37.02632897 38.43772482],0.74
1959,6.92,11.42,[17.21259464 12.82561388 23.27997316 23.3101392  23.37167913],0.61
1960,6.3,8.24,[14.42442108 20.32156226 15.32471133  5.6260218  44.30328352],0.76
1961,7.23,12.67,[ 5.84232056 24.11665761 21.73479336 22.95497795 25.35125052],0.57
1962,7.87,16.12,[ 7.07510693 28.61618712 39.03846662 16.75008862  8.52015072],0.49
1963,5.5,4.62,[16.32578401  7.81575474  0.18699723  9.63638382 66.0350802 ],1.19
1964,6.65,10.62,[24.55584968 21.7096389  12.54067007 27.05454618 14.13929517],0.63
1965,7.88,15.99,[ 6.57764032 17.70710366 34.01436709 32.77054631  8.93034261],0.49
1966,7.85,15.49,"[4.66037703e-01 3.19423930e-02 2.12473281e+01 6.15960136e+01
 1.66586782e+01]",0.51
1967,6.65,10.23,[20.87418162 11.60685257 17.33083809 25.438624   24.74950372],0.65
